Make,Model,Survival.Index,Damage.Index,Frequency.Score,Risk.Score,Total_Persons
PIPER,PA-20-135,0.5,0.7,5.39894334965871e-05,0.410016196830049,6.0
PIPER,PA-22,0.6666666666666666,0.72,0.00040492075122440323,0.3494548095587006,29.0
PIPER,PA-22-108,0.8888888888888888,0.7,0.0002429524507346419,0.2545173301796648,11.0
PIPER,PA-22-135,0.4777777777777778,0.74,0.00040492075122440323,0.43101036511425617,30.0
PIPER,PA-22-150,0.7803030303030304,0.7022727272727273,0.0011877675369249161,0.29891693632168354,73.0
PIPER,PA-22-160,0.78,0.7,0.0006748679187073386,0.2982024603756122,37.0
PIPER,PA-23,0.25,0.7374999999999999,0.0002159577339863484,0.5213147873201959,18.0
PIPER,PA-23-250,0.35714285714285715,0.7142857142857143,0.0005328597592075008,0.4715884293563337,33.0
PIPER,PA-24,0.55,0.73,0.0002699471674829355,0.3990809841502449,20.0
PIPER,PA-24-180,0.75,0.7,0.0001079788669931742,0.31003239366009794,7.0
PIPER,PA-24-250,0.5,0.7357142857142857,0.001133778103428329,0.42105441914531416,67.0
PIPER,PA-24-260,0.6111111111111112,0.75,0.0004859049014692838,0.38070132702599635,32.0
PIPER,PA-25-235,0.43548387096774194,0.7225806451612903,0.0008368362191970999,0.44283169602704947,38.0
PIPER,PA-25-260,0.4444444444444444,0.6555555555555554,0.0002429524507346419,0.4189617746241093,9.0
PIPER,PA-28,0.5555555555555556,0.7055555555555555,0.0004859049014692838,0.38959021591488524,23.0
PIPER,PA-28-140,0.5166666666666667,0.7091666666666666,0.003239366009795226,0.40705514313627184,231.0
PIPER,PA-28-151,0.5,0.7,0.0004859049014692838,0.4101457714704408,27.0
PIPER,PA-28-160,0.4,0.7,0.00013497358374146774,0.4500404920751224,9.0
PIPER,PA-28-161,0.6196236559139785,0.7129032258064515,0.0016736724383941998,0.3665236071078623,107.0
PIPER,PA-28-180,0.45949074074074076,0.7138888888888889,0.0019436196058771353,0.4309534562521335,136.0
PIPER,PA-28-181,0.7115384615384616,0.7173076923076922,0.001403725270911264,0.33099804065819644,100.0
PIPER,PA-28-235,0.6730769230769231,0.723076923076923,0.000701862635455632,0.3479028664829444,51.0
PIPER,PA-28-236,0.5,0.7749999999999999,0.0002159577339863484,0.4325647873201959,10.0
PIPER,PA-28R-180,0.5263157894736842,0.7157894736842105,0.0005128996182175773,0.40436439620125475,38.0
PIPER,PA-28R-200,0.6923076923076923,0.6871794871794871,0.0012077276779148393,0.3295930875341437,83.0
PIPER,PA-28R-201,0.8,0.73,0.0002699471674829355,0.29908098415024487,23.0
PIPER,PA-28R-201T,0.5714285714285714,0.7,0.00018896301723805484,0.3814852603337428,12.0
PIPER,PA-28RT-201,0.5,0.711111111111111,0.00039788617546603305,0.41345269918597316,17.0
PIPER,PA-28RT-201T,0.6666666666666666,0.7999999999999999,0.0002429524507346419,0.3734062190685537,19.0
PIPER,PA-30,0.5816993464052288,0.7352941176470589,0.0013767305541629708,0.38832151589827507,106.0
PIPER,PA-31,0.0,0.7999999999999999,8.098415024488063e-05,0.6400242952450733,7.0
PIPER,PA-31-310,0.6666666666666666,0.6999999999999998,8.098415024488063e-05,0.3433576285784068,5.0
PIPER,PA-31-325,0.4,0.76,0.00013497358374146774,0.4680404920751224,12.0
PIPER,PA-31-350,0.6553030303030303,0.7363636363636363,0.000890825652693687,0.35905512648368687,123.0
PIPER,PA-31P,0.2,0.8800000000000001,0.00013497358374146774,0.5840404920751224,7.0
PIPER,PA-31T,0.42857142857142855,0.8285714285714285,0.00018896301723805484,0.47719954604802856,17.0
PIPER,PA-31T1,0.3333333333333333,0.9,8.098415024488063e-05,0.53669096191174,8.0
PIPER,PA-32,0.0,0.6999999999999998,0.00016196830048976127,0.6100485904901469,16.0
PIPER,PA-32-260,0.4032258064516129,0.7516129032258063,0.0008368362191970999,0.4644445992528559,84.0
PIPER,PA-32-300,0.432258064516129,0.7612903225806451,0.0008368362191970999,0.45573492183350106,83.0
PIPER,PA-32-301,0.8571428571428571,0.7214285714285714,0.0003779260344761097,0.2736848063817714,26.0
PIPER,PA-32-301T,0.3333333333333333,0.6999999999999998,8.098415024488063e-05,0.4766909619117401,9.0
PIPER,PA-32R,0.5,0.7749999999999999,0.0001079788669931742,0.432532393660098,9.0
PIPER,PA-32R-300,0.4291666666666667,0.740625,0.0010187646606767847,0.4508264627315363,93.0
PIPER,PA-32R-301,0.6153846153846154,0.7384615384615384,0.0005058650424592072,0.37553637489735314,28.0
PIPER,PA-32R-301T,0.6,0.7266666666666666,0.0005598544759557943,0.3781679563427867,40.0
PIPER,PA-32RT-300,0.5625,0.7,0.0002159577339863484,0.3850647873201959,20.0
PIPER,PA-32RT-300T,0.3333333333333333,0.6888888888888888,0.00039788617546603305,0.4734526991859731,16.0
PIPER,PA-32S-300,0.3333333333333333,0.7999999999999999,8.098415024488063e-05,0.50669096191174,10.0
PIPER,PA-32T,0.0,1.0,2.699471674829355e-05,0.7000080984150244,7.0
PIPER,PA-34,0.375,0.75,0.0003708914587177395,0.47511126743761534,26.0
PIPER,PA-34-200,0.41666666666666663,0.85,0.0001079788669931742,0.4883657269934313,11.0
PIPER,PA-34-200T,0.6,0.772,0.000984735368170121,0.391895420610451,45.0
PIPER,PA-34-220T,0.4444444444444444,0.7333333333333333,0.0002429524507346419,0.44229510795744253,18.0
PIPER,PA-36-285,0.625,0.7,0.0002159577339863484,0.36006478732019587,8.0
PIPER,PA-38-112,0.391304347826087,0.7,0.0006208784852107516,0.4536645244151284,30.0
PIPER,PA-39,0.3333333333333333,0.7999999999999999,8.098415024488063e-05,0.50669096191174,5.0
PIPER,PA-42,1.0,0.7,5.39894334965871e-05,0.21001619683004896,5.0
PIPER,PA-44-180,0.7222222222222222,0.7095238095238094,0.0007218227764455556,0.32418480080118767,48.0
PIPER,PA-46-310P,0.5277777777777778,0.6888888888888888,0.0007957723509320661,0.3957942872608352,36.0
PIPER,PA-46-350P,0.7307692307692307,0.7,0.000350931317727816,0.31779758708762607,31.0
PIPER,PA-46-500TP,0.8,0.72,0.00028990730847285886,0.2960869721925418,12.0
PIPER,PA12,0.8,0.6799999999999999,0.00028990730847285886,0.28408697219254186,10.0
PIPER,PA18,0.7285714285714285,0.7171428571428571,0.000944815086190274,0.3239977302401428,49.0
PIPER,PA18S,0.3333333333333333,0.6999999999999998,8.098415024488063e-05,0.4766909619117401,5.0
PIPER,PA22,0.5833333333333334,0.725,0.0006478732019590451,0.38436102862725435,35.0
PIPER,PA23,0.5789473684210527,0.7,0.0009777007924117508,0.37871436286930243,46.0
PIPER,PA23-250,1.0,0.7,2.699471674829355e-05,0.2100080984150245,6.0
PIPER,PA24,0.7058823529411765,0.7176470588235294,0.0004589101847209903,0.33307884952600453,31.0
PIPER,PA25,0.13333333333333333,0.7733333333333333,0.0008098415024488065,0.5789096191174014,28.0
PIPER,PA28,0.5,0.7391061452513965,0.005451789196870109,0.42336738033448,321.0
PIPER,PA28 151,0.6666666666666666,0.6999999999999998,8.098415024488063e-05,0.3433576285784068,6.0
PIPER,PA28-151,0.8,0.76,0.00013497358374146774,0.3080404920751224,8.0
PIPER,PA28R,0.5285714285714286,0.7171428571428571,0.0014096162603844475,0.40413717059240106,73.0
PIPER,PA28RT,0.0,0.9,8.098415024488063e-05,0.6700242952450735,5.0
PIPER,PA30,0.3333333333333333,0.725,0.00032393660097952253,0.4842638476469605,20.0
PIPER,PA30 - NO SERIES,0.0,0.7,5.39894334965871e-05,0.6100161968300489,5.0
PIPER,PA31,0.20175438596491227,0.7894736842105263,0.0006678333429489685,0.5563407008800777,64.0
PIPER,PA31-350,0.5,0.5,5.39894334965871e-05,0.3500161968300489,12.0
PIPER,PA31T,0.0,1.0,5.39894334965871e-05,0.7000161968300489,6.0
PIPER,PA32,0.6129032258064516,0.7645161290322581,0.0009917699439284911,0.38449107937027527,63.0
PIPER,PA32 - 300,0.0,1.0,2.699471674829355e-05,0.7000080984150244,7.0
PIPER,PA32R,0.45,0.8049999999999999,0.000539894334965871,0.4616619683004897,46.0
PIPER,PA32RT,0.625,0.7749999999999999,0.0002159577339863484,0.3825647873201959,20.0
PIPER,PA34,0.3548387096774194,0.7483870967741936,0.001146703668659882,0.4829246562618883,72.0
PIPER,PA36,0.5,0.6999999999999998,0.00016196830048976127,0.4100485904901469,6.0
PIPER,PA38,0.26666666666666666,0.7266666666666666,0.00040492075122440323,0.5114548095587006,24.0
PIPER,PA42,0.75,0.7749999999999999,0.0001079788669931742,0.33253239366009796,11.0
PIPER,PA44,0.6,0.74,0.00028990730847285886,0.38208697219254184,13.0
PIPER,PA46,0.59375,0.7374999999999999,0.0011736983854081758,0.38410210951562246,68.0
PIPER,PA46 - 350P,0.0,1.0,5.39894334965871e-05,0.7000161968300489,6.0
PIPER,PA46 500TP,0.4,0.6799999999999999,0.00028990730847285886,0.44408697219254184,9.0
PIPER,PA46-500TP,0.6363636363636364,0.8090909090909091,0.00029694188423122904,0.38827090074708753,31.0
PIPER AIRCRAFT INC,PA 46-350P,0.75,0.6499999999999999,0.0001079788669931742,0.2950323936600979,7.0
PIPER AIRCRAFT INC,PA-28-161,0.3333333333333333,0.6999999999999998,8.098415024488063e-05,0.4766909619117401,5.0
PIPER AIRCRAFT INC,PA-46-500TP,1.0,0.7,2.699471674829355e-05,0.2100080984150245,5.0
PIPER AIRCRAFT INC,PA46R-350T,0.72,0.76,0.00013497358374146774,0.34004049207512244,15.0
PIPER/CUB CRAFTERS,PA-18-150,0.3333333333333333,0.6999999999999998,8.098415024488063e-05,0.4766909619117401,5.0
PITTS,S2,0.0,0.925,0.0001079788669931742,0.677532393660098,5.0
PROGRESSIVE AERODYNE INC,SEAREY LSA,0.625,0.7,0.0001079788669931742,0.3600323936600979,7.0
Palmer,HAWK BM-4,0.0,1.0,2.699471674829355e-05,0.7000080984150244,5.0
Pilatus,PC-12/45,1.0,0.6,5.39894334965871e-05,0.18001619683004896,12.0
Pilatus,PC12,0.5,0.675,0.0001079788669931742,0.40253239366009796,23.0
Piper,18,0.25,0.7749999999999999,0.0001079788669931742,0.532532393660098,7.0
Piper,601P,0.6666666666666666,0.7999999999999999,0.00016196830048976127,0.3733819238234803,13.0
Piper,AEROSTAR 602P,0.375,0.85,5.39894334965871e-05,0.505016196830049,5.0
Piper,J-3,1.0,0.6199999999999999,0.00028990730847285886,0.18608697219254186,9.0
Piper,J3C,0.5666666666666667,0.7,0.00040492075122440323,0.38345480955870065,22.0
Piper,J3C-65,0.8157894736842105,0.7,0.0008227670676803597,0.2839310406466199,29.0
Piper,J5A,0.6,0.7,0.00013497358374146774,0.37004049207512246,5.0
Piper,PA 12,0.9166666666666666,0.7,0.0004859049014692838,0.24347910480377413,30.0
Piper,PA 18,0.75,0.7,0.0002159577339863484,0.3100647873201959,12.0
Piper,PA 20,0.8,0.7,0.00013497358374146774,0.29004049207512245,8.0
Piper,PA 24,0.5,0.7,5.39894334965871e-05,0.410016196830049,5.0
Piper,PA 28-181,1.0,0.7,0.00013497358374146774,0.21004049207512243,12.0
Piper,PA 30,0.5555555555555556,0.7999999999999999,0.0002429524507346419,0.41785066351299816,14.0
Piper,PA 31T,0.0,1.0,5.39894334965871e-05,0.7000161968300489,11.0
Piper,PA-11,0.4,0.76,0.00013497358374146774,0.4680404920751224,8.0
Piper,PA-12,0.8088235294117647,0.7441176470588234,0.0009178203694419806,0.29998122846377373,57.0
Piper,PA-14,0.6,0.82,0.00013497358374146774,0.4060404920751225,14.0
Piper,PA-16,0.75,0.7,0.0001079788669931742,0.31003239366009794,7.0
Piper,PA-18,0.7816901408450704,0.7464788732394366,0.001916624889128842,0.31184259310054147,111.0
Piper,PA-18-135,0.9,0.7,0.00013497358374146774,0.2500404920751224,8.0
Piper,PA-18-150,0.7419354838709677,0.714516129032258,0.0016736724383941998,0.3180827468928086,95.0
Piper,PA-18-180,1.0,0.7,0.0001079788669931742,0.21003239366009793,5.0
Piper,PA-18A,0.6666666666666666,0.7999999999999999,8.098415024488063e-05,0.37335762857840676,5.0
Piper,PA-20,0.9333333333333333,0.72,0.00040492075122440323,0.24278814289203396,23.0
Piper,PA-22,0.6574074074074074,0.7296296296296296,0.0007288573522039257,0.3561445831315871,53.0
Piper,PA-22-108,0.7142857142857143,0.7,0.00018896301723805484,0.3243424031908857,9.0
Piper,PA-22-135,0.75,0.75,0.00016196830048976127,0.32504859049014695,10.0
Piper,PA-22-150,0.6868686868686869,0.7272727272727273,0.000890825652693687,0.34370159113015153,58.0
Piper,PA-22-160,0.9166666666666666,0.73,0.0002699471674829355,0.25241431748357823,19.0
Piper,PA-22/20,1.0,0.7,0.0001079788669931742,0.21003239366009793,5.0
Piper,PA-23,0.8888888888888888,0.7666666666666666,0.0002429524507346419,0.2745173301796648,25.0
Piper,PA-23-160,0.5,0.76,0.00013497358374146774,0.42804049207512246,12.0
Piper,PA-23-250,0.6565656565656566,0.7454545454545454,0.0010457593774250782,0.3613238288233285,74.0
Piper,PA-24,0.75,0.7,0.0001079788669931742,0.31003239366009794,9.0
Piper,PA-24-180,0.8333333333333334,0.6916666666666665,0.0004788703257109137,0.2743103277643799,27.0
Piper,PA-24-250,0.6428571428571429,0.7428571428571429,0.001099748810921665,0.3660442103575622,66.0
Piper,PA-24-260,0.32142857142857145,0.9142857142857144,0.00018896301723805484,0.5457709746194571,20.0
Piper,PA-25,0.6,0.82,0.00013497358374146774,0.4060404920751225,5.0
Piper,PA-25-235,0.5925925925925926,0.7407407407407407,0.0008837910769353168,0.38545032250826583,27.0
Piper,PA-28,0.6602564102564104,0.723076923076923,0.000350931317727816,0.35292579221583115,25.0
Piper,PA-28-140,0.5744047619047619,0.7553571428571428,0.0033332757252716593,0.39784522081281953,215.0
Piper,PA-28-151,0.8150000000000001,0.75,0.000539894334965871,0.29916196830048974,43.0
Piper,PA-28-160,0.75,0.7,0.0001079788669931742,0.31003239366009794,12.0
Piper,PA-28-161,0.7083333333333334,0.7448717948717948,0.002260521631098288,0.34080636161753464,146.0
Piper,PA-28-180,0.618421052631579,0.743859649122807,0.0015386988546527323,0.37625108334060636,118.0
Piper,PA-28-181,0.7002777777777778,0.7449999999999999,0.001619683004897613,0.3438747937903582,117.0
Piper,PA-28-201T,0.75,0.7749999999999999,0.0001079788669931742,0.33253239366009796,9.0
Piper,PA-28-235,0.3333333333333333,0.7999999999999999,0.0004859049014692838,0.5068124381371075,35.0
Piper,PA-28-236,0.6666666666666666,0.7428571428571428,0.00018896301723805484,0.3562471650956476,13.0
Piper,PA-28R,0.7142857142857143,0.8285714285714285,0.00018896301723805484,0.36291383176231423,20.0
Piper,PA-28R-180,0.375,0.7749999999999999,0.0002159577339863484,0.48256478732019586,17.0
Piper,PA-28R-200,0.5591397849462365,0.7677419354838709,0.0008368362191970999,0.40691771753242584,63.0
Piper,PA-28R-201,0.75,0.7749999999999999,0.0002159577339863484,0.3325647873201959,13.0
Piper,PA-28R-201T,0.6363636363636364,0.7545454545454546,0.00045187560896262015,0.3719537445008706,21.0
Piper,PA-28RT-201,0.5454545454545454,0.8090909090909091,0.00029694188423122904,0.4246345371107239,23.0
Piper,PA-28RT-201T,0.4444444444444444,0.85,0.00016196830048976127,0.4772708127123691,11.0
Piper,PA-30,0.782608695652174,0.7521739130434782,0.0006208784852107516,0.31279495919773714,54.0
Piper,PA-31,0.3333333333333333,0.8444444444444444,0.0002429524507346419,0.5200728857352204,29.0
Piper,PA-31-310,0.5476190476190477,0.7857142857142857,0.00018896301723805484,0.41672335557183804,29.0
Piper,PA-31-325,0.5,0.5,0.0002089231582279782,0.3500626769474684,12.0
Piper,PA-31-350,0.64,0.736,0.0012946028176329034,0.3651883808452899,71.0
Piper,PA-31P,0.6,0.74,0.00028990730847285886,0.38208697219254184,14.0
Piper,PA-31P-135,1.0,0.3,0.00018192844147968466,0.0900545785324439,7.0
Piper,PA-31T,0.5,0.7749999999999999,0.0001079788669931742,0.43253239366009794,13.0
Piper,PA-31T2,0.0,1.0,2.699471674829355e-05,0.7000080984150244,8.0
Piper,PA-32,0.5384615384615384,0.7692307692307693,0.000350931317727816,0.4154898947799337,49.0
Piper,PA-32-260,0.6379464285714286,0.7749999999999999,0.0004319154679726968,0.37745100321182035,55.0
Piper,PA-32-300,0.6553571428571429,0.7607142857142858,0.0009107857936836104,0.36634466430953366,94.0
Piper,PA-32-301,0.875,0.7374999999999999,0.0002159577339863484,0.27131478732019587,15.0
Piper,PA-32-301T,0.6666666666666666,0.6999999999999998,8.098415024488063e-05,0.3433576285784068,15.0
Piper,PA-32-R-300,0.0,1.0,2.699471674829355e-05,0.7000080984150244,5.0
Piper,PA-32R,0.8,0.6799999999999999,0.00028990730847285886,0.28408697219254186,9.0
Piper,PA-32R-300,0.43846153846153846,0.7923076923076923,0.000350931317727816,0.46241297170301066,35.0
Piper,PA-32R-301,0.2,0.9400000000000001,0.00013497358374146774,0.6020404920751223,9.0
Piper,PA-32R-301T,0.7142857142857143,0.7285714285714285,0.000343896741969446,0.3329603118797337,12.0
Piper,PA-32RT,1.0,0.6999999999999998,8.098415024488063e-05,0.21002429524507346,6.0
Piper,PA-32RT-300,1.0,0.7,0.00013497358374146774,0.21004049207512243,10.0
Piper,PA-32RT-300T,0.5,0.7,0.0001079788669931742,0.41003239366009797,9.0
Piper,PA-34,0.8,0.76,0.0002699471674829355,0.3080809841502449,22.0
Piper,PA-34-200,0.7777777777777778,0.7,0.0002429524507346419,0.2989617746241093,19.0
Piper,PA-34-200T,0.782608695652174,0.7652173913043477,0.0006208784852107516,0.31670800267599797,66.0
Piper,PA-34-220T,1.0,0.7,0.0001079788669931742,0.21003239366009793,9.0
Piper,PA-36,0.5,0.7999999999999999,0.00016196830048976127,0.44004859049014694,6.0
Piper,PA-38,0.711111111111111,0.84,0.00040492075122440323,0.36767703178092287,24.0
Piper,PA-38-112,0.8240740740740741,0.7370370370370369,0.0016126484291392425,0.29196527601022326,77.0
Piper,PA-42,0.0,1.0,2.699471674829355e-05,0.7000080984150244,5.0
Piper,PA-44-180,0.746031746031746,0.7285714285714285,0.0005668890517141645,0.32032879687424437,45.0
Piper,PA-46,0.5,0.75,0.0002089231582279782,0.42506267694746835,54.0
Piper,PA-46-310P,1.0,0.6199999999999999,0.00028990730847285886,0.18608697219254186,13.0
Piper,PA-46-350P,0.4,0.74,0.00028990730847285886,0.4620869721925418,15.0
Piper,PA-46-500TP,0.5,0.85,0.0001079788669931742,0.45503239366009796,11.0
Piper,PA-46T,1.0,0.6999999999999998,8.098415024488063e-05,0.21002429524507346,10.0
Piper,PA-60,1.0,0.7,5.39894334965871e-05,0.21001619683004896,5.0
Piper,PA-601P,0.3333333333333333,0.9,0.00023591787497627176,0.5367374420291595,6.0
Piper,PA18,0.8235294117647058,0.7117647058823529,0.0013767305541629708,0.28453066622507245,72.0
Piper,PA22,0.625,0.725,0.0006478732019590451,0.3676943619605877,38.0
Piper,PA22-150,0.0,1.0,5.39894334965871e-05,0.7000161968300489,5.0
Piper,PA23,0.5,0.7699999999999999,0.0002699471674829355,0.4310809841502449,19.0
Piper,PA24,0.5526315789473685,0.731578947368421,0.0005128996182175773,0.39857492251704424,35.0
Piper,PA28,0.6648936170212766,0.7223404255319148,0.0026924370990709847,0.3515524119807852,171.0
Piper,PA28-140,0.8,0.7,0.00013497358374146774,0.29004049207512245,7.0
Piper,PA28-180,0.6666666666666666,0.7999999999999999,8.098415024488063e-05,0.37335762857840676,6.0
Piper,PA28R,0.5681818181818182,0.7606060606060605,0.000890825652693687,0.401176338604899,69.0
Piper,PA28RT,0.5,0.85,5.39894334965871e-05,0.4550161968300489,5.0
Piper,PA31,0.75,0.7,0.0002159577339863484,0.3100647873201959,24.0
Piper,PA31-350,0.6666666666666666,0.5333333333333333,0.00039085159970766287,0.2934505888132456,19.0
Piper,PA31T,0.0,1.0,5.39894334965871e-05,0.7000161968300489,6.0
Piper,PA32,0.532258064516129,0.7774193548387096,0.0008368362191970999,0.4205736315109204,82.0
Piper,PA32-300,0.5,0.85,5.39894334965871e-05,0.4550161968300489,6.0
Piper,PA32-301,1.0,0.6999999999999998,8.098415024488063e-05,0.21002429524507346,10.0
Piper,PA32R,0.5,0.7388888888888888,0.0004859049014692838,0.42181243813710745,44.0
Piper,PA32R-301T,1.0,0.7,2.699471674829355e-05,0.2100080984150245,6.0
Piper,PA32RT,0.5,0.85,0.0002699471674829355,0.4550809841502449,27.0
Piper,PA34,0.4,0.7799999999999999,0.00040492075122440323,0.47412147622536727,40.0
Piper,PA38,1.0,0.6999999999999998,0.00016196830048976127,0.21004859049014693,11.0
Piper,PA46,0.5499999999999999,0.7681818181818181,0.0005938837684624581,0.41063271058508416,67.0
Piper,PA60,0.42857142857142855,0.8285714285714285,0.00018896301723805484,0.47719954604802856,17.0
Piper,Seneca,0.75,0.7,5.39894334965871e-05,0.310016196830049,6.0
Piper Aircraft Corporation,PA-32-301,0.0,0.7,2.699471674829355e-05,0.6100080984150245,8.0
Piper-aerostar,601P,1.0,0.7,2.699471674829355e-05,0.2100080984150245,5.0
Pitts,S2,0.4,0.76,0.00013497358374146774,0.4680404920751224,8.0
Progressive Aerodyne,SEAREY,0.25,0.7,0.0001079788669931742,0.510032393660098,6.0
QUAD CITY,CHALLENGER,0.125,0.7374999999999999,0.0002159577339863484,0.5713147873201958,12.0
QUEST,KODIAC 100,1.0,0.3,0.00018192844147968466,0.0900545785324439,6.0
QUEST,KODIAK,0.0,0.7,2.699471674829355e-05,0.6100080984150245,6.0
QUEST AIRCRAFT COMPANY LLC,KODIAC 100,0.3333333333333333,0.7999999999999999,8.098415024488063e-05,0.50669096191174,8.0
QUEST AIRCRAFT COMPANY LLC,KODIAK 100,0.6,0.7999999999999999,8.098415024488063e-05,0.40002429524507344,7.0
QUEST Aircraft Company,Kodiak,0.0,0.7,2.699471674829355e-05,0.6100080984150245,7.0
QUICKSILVER,MXL II Sport,0.0,0.6999999999999998,8.098415024488063e-05,0.6100242952450734,5.0
Quest,Kodiak 100,0.6666666666666666,0.7999999999999999,8.098415024488063e-05,0.37335762857840676,7.0
Quicksilver,MXL II,0.5,0.6999999999999998,8.098415024488063e-05,0.41002429524507344,5.0
RAINBOW SKY REACH (PTY) LTD,BUSHCAT,0.6666666666666666,0.6999999999999998,8.098415024488063e-05,0.3433576285784068,5.0
RANS,S12,0.16666666666666666,0.7333333333333333,0.0002429524507346419,0.5534062190685537,12.0
RANS,S6,0.2222222222222222,0.8666666666666667,0.0002429524507346419,0.5711839968463315,12.0
RAYTHEON,390,0.5,0.65,0.0002089231582279782,0.3950626769474684,7.0
RAYTHEON,400A,1.0,0.7,2.699471674829355e-05,0.2100080984150245,6.0
RAYTHEON,B-350,0.0,0.7,2.699471674829355e-05,0.6100080984150245,14.0
RAYTHEON,B200,0.6666666666666666,0.6,0.00023591787497627176,0.3134041086958262,8.0
RAYTHEON,HAWKER,0.25,0.725,0.0002629125917245653,0.5175788737775173,12.0
RAYTHEON AIRCRAFT COMPANY,390,0.5,0.85,5.39894334965871e-05,0.4550161968300489,6.0
RAYTHEON AIRCRAFT COMPANY,400A,0.8,0.5399999999999999,0.0004448410332042499,0.24213345230996128,17.0
RAYTHEON AIRCRAFT COMPANY,58,0.2,0.8800000000000001,0.00013497358374146774,0.5840404920751224,15.0
RAYTHEON AIRCRAFT COMPANY,A36,0.5,0.75625,0.0004319154679726968,0.42700457464039177,45.0
RAYTHEON AIRCRAFT COMPANY,B200,0.8,0.6799999999999999,0.00013497358374146774,0.2840404920751224,10.0
RAYTHEON AIRCRAFT COMPANY,B36TC,0.5,0.7749999999999999,0.0001079788669931742,0.43253239366009794,6.0
RAYTHEON AIRCRAFT COMPANY,BE-400A,1.0,0.3,0.00018192844147968466,0.0900545785324439,8.0
RAYTHEON AIRCRAFT COMPANY,C90A,0.5333333333333333,0.6999999999999998,8.098415024488063e-05,0.3966909619117401,14.0
RAYTHEON AIRCRAFT COMPANY,G36,0.325,0.7749999999999999,0.0002159577339863484,0.5025647873201958,25.0
RAYTHEON AIRCRAFT COMPANY,HAWKER 800XP,1.0,0.7,2.699471674829355e-05,0.2100080984150245,6.0
RAYTHEON CORPORATE JETS INC,BAE 125 800,1.0,0.5,0.00018192844147968466,0.1500545785324439,5.0
REIMS,F172,0.0,1.0,5.39894334965871e-05,0.7000161968300489,5.0
REMOS ACFT GMBH FLUGZEUGBAU,REMOS GX,0.3333333333333333,0.7999999999999999,0.00016196830048976127,0.5067152571568135,7.0
REMOS AIRCRAFT GMBH,REMOS GX,0.6666666666666666,0.6999999999999998,8.098415024488063e-05,0.3433576285784068,5.0
ROBIN,D140,0.0,0.7,2.699471674829355e-05,0.6100080984150245,5.0
ROCKWELL,112,0.0,0.85,0.0001079788669931742,0.6550323936600979,6.0
ROCKWELL,690,0.25,0.85,0.0001079788669931742,0.5550323936600979,12.0
ROCKWELL,690B,0.6666666666666666,0.7999999999999999,8.098415024488063e-05,0.37335762857840676,7.0
ROCKWELL,NA-265-65,1.0,0.7,2.699471674829355e-05,0.2100080984150245,6.0
ROCKWELL INTERNATIONAL,112A,0.25,0.6499999999999999,0.0001079788669931742,0.495032393660098,5.0
ROCKWELL INTERNATIONAL,114,1.0,0.6555555555555554,0.00039788617546603305,0.19678603251930646,16.0
ROCKWELL INTERNATIONAL,690B,0.2,0.9400000000000001,0.00013497358374146774,0.6020404920751223,13.0
ROCKWELL INTERNATIONAL,690C,1.0,0.7,2.699471674829355e-05,0.2100080984150245,5.0
ROCKWELL INTERNATIONAL,S 2R,0.7142857142857143,0.7428571428571428,0.00018896301723805484,0.33719954604802854,7.0
ROCKWELL INTERNATIONAL,S-2R,0.7142857142857143,0.7,0.0003779260344761097,0.3243990920960571,14.0
RYAN,NAVION,0.4,0.73,0.0002699471674829355,0.4590809841502449,24.0
RYAN,NAVION A,0.0,0.7,5.39894334965871e-05,0.6100161968300489,8.0
RYAN,NAVION B,0.75,0.7,5.39894334965871e-05,0.310016196830049,5.0
RYAN AERONAUTICAL,ST3KR,0.14285714285714285,0.7,0.00018896301723805484,0.5529138317623142,13.0
Raytheon,B-1900,1.0,0.3,2.699471674829355e-05,0.09000809841502448,15.0
Raytheon,Hawker 800XP,0.5,0.7,2.699471674829355e-05,0.4100080984150245,6.0
Raytheon Aircraft Company,1900D,0.875,0.5,0.0002089231582279782,0.2000626769474684,33.0
Raytheon Aircraft Company,99A,0.0,1.0,2.699471674829355e-05,0.7000080984150244,9.0
Raytheon Corporate Jets,BAE 125-800A,0.0,1.0,2.699471674829355e-05,0.7000080984150244,8.0
Raytheon Corporate Jets,Beechjet 400A,1.0,0.5,0.00018192844147968466,0.1500545785324439,9.0
Reims,F172,0.25,0.85,5.39894334965871e-05,0.5550161968300489,5.0
Robertson,C-402B,0.0,1.0,2.699471674829355e-05,0.7000080984150244,7.0
Robertson,C-414,0.0,1.0,2.699471674829355e-05,0.7000080984150244,12.0
Robertson,C-U206F,0.0,1.0,2.699471674829355e-05,0.7000080984150244,5.0
Rockwell,112TC,0.6666666666666666,0.7999999999999999,8.098415024488063e-05,0.37335762857840676,5.0
Rockwell,500,0.0,0.85,5.39894334965871e-05,0.655016196830049,6.0
Rockwell,S-2R,0.6666666666666666,0.7999999999999999,0.00016196830048976127,0.3733819238234803,7.0
Rockwell,S2R,0.8571428571428571,0.7428571428571428,0.00018896301723805484,0.2800566889051714,7.0
Rockwell,SABRELINER 65,1.0,0.3,0.00018192844147968466,0.0900545785324439,8.0
Rockwell International,700,1.0,0.7,2.699471674829355e-05,0.2100080984150245,5.0
Rutan,VARIEZE,0.375,0.7,0.0001079788669931742,0.46003239366009796,5.0
Ryan,NAVION,0.5,0.7,5.39894334965871e-05,0.410016196830049,7.0
